Timestamp,Voltage,Current,Power,Energy,Cost,Status
2026-06-12 15:52:58.562660,230,3.14,722.2,0.0674,0.54,NORMAL
2026-06-12 15:53:03.569618,230,3.46,795.8,0.0676,0.54,NORMAL
2026-06-12 15:53:08.576220,230,7.64,1757.2,0.0681,0.54,HIGH
2026-06-12 15:53:13.580411,230,4.99,1147.7,0.0684,0.55,NORMAL
2026-06-12 15:53:18.586126,230,6.94,1596.2,0.0688,0.55,HIGH
2026-06-12 15:53:23.590794,230,5.97,1373.1,0.0692,0.55,NORMAL
2026-06-12 15:53:28.607612,230,5.54,1274.2,0.0696,0.56,NORMAL
2026-06-12 15:53:33.612832,230,1.79,411.7,0.0697,0.56,LOW
2026-06-12 15:53:38.617707,230,6.27,1442.1,0.0701,0.56,NORMAL
2026-06-12 15:53:43.625253,230,4.23,972.9,0.0704,0.56,NORMAL
2026-06-12 15:53:48.632629,230,3.95,908.5,0.0706,0.56,NORMAL
2026-06-12 15:53:53.639482,230,8.56,1968.8,0.0712,0.57,HIGH
2026-06-12 15:53:58.646391,230,4.27,982.1,0.0714,0.57,NORMAL
2026-06-12 15:54:03.653025,230,1.16,266.8,0.0715,0.57,LOW
2026-06-12 15:54:08.661222,230,4.59,1055.7,0.0718,0.57,NORMAL
2026-06-12 15:54:13.666344,230,4.82,1108.6,0.0721,0.58,NORMAL
2026-06-12 15:54:18.671250,230,1.28,294.4,0.0722,0.58,LOW
2026-06-12 15:54:23.677865,230,3.1,713.0,0.0724,0.58,NORMAL
2026-06-12 15:54:28.683231,230,8.43,1938.9,0.0729,0.58,HIGH
2026-06-12 15:54:33.686240,230,9.53,2191.9,0.0735,0.59,HIGH
2026-06-12 15:54:38.694219,230,9.01,2072.3,0.0741,0.59,HIGH
2026-06-12 15:54:43.699475,230,9.27,2132.1,0.0747,0.6,HIGH
2026-06-12 15:54:48.705121,230,6.57,1511.1,0.0751,0.6,HIGH
2026-06-12 15:54:53.711467,230,9.29,2136.7,0.0757,0.61,HIGH
2026-06-12 15:54:58.717450,230,0.92,211.6,0.0758,0.61,LOW
2026-06-12 15:55:03.725080,230,5.74,1320.2,0.0761,0.61,NORMAL
2026-06-12 15:55:08.730691,230,5.0,1150.0,0.0765,0.61,NORMAL
2026-06-12 15:55:13.736784,230,5.71,1313.3,0.0768,0.61,NORMAL
2026-06-12 15:55:18.745794,230,4.06,933.8,0.0771,0.62,NORMAL
2026-06-12 15:55:23.751516,230,4.88,1122.4,0.0774,0.62,NORMAL
2026-06-12 15:55:28.757922,230,0.33,75.9,0.0774,0.62,LOW
2026-06-12 15:55:33.765170,230,9.09,2090.7,0.078,0.62,HIGH
2026-06-12 15:55:38.771553,230,0.95,218.5,0.0781,0.62,LOW
2026-06-12 15:55:43.778769,230,8.85,2035.5,0.0786,0.63,HIGH
2026-06-12 15:55:48.785411,230,3.24,745.2,0.0788,0.63,NORMAL
2026-06-12 15:55:53.792170,230,8.38,1927.4,0.0794,0.63,HIGH
2026-06-12 15:55:58.798557,230,4.53,1041.9,0.0797,0.64,NORMAL
2026-06-12 15:56:03.803515,230,2.12,487.6,0.0798,0.64,LOW
2026-06-12 15:56:08.807981,230,6.56,1508.8,0.0802,0.64,HIGH
2026-06-12 15:56:13.814639,230,8.9,2047.0,0.0808,0.65,HIGH
2026-06-12 15:56:18.819949,230,5.94,1366.2,0.0812,0.65,NORMAL
2026-06-12 15:56:23.825187,230,9.31,2141.3,0.0818,0.65,HIGH
2026-06-12 15:56:28.832261,230,3.25,747.5,0.082,0.66,NORMAL
2026-06-12 15:56:33.837077,230,3.02,694.6,0.0822,0.66,LOW
2026-06-12 15:56:38.840547,230,2.78,639.4,0.0823,0.66,LOW
2026-06-12 15:56:43.848602,230,5.39,1239.7,0.0827,0.66,NORMAL
2026-06-12 15:56:48.854679,230,6.24,1435.2,0.0831,0.66,NORMAL
2026-06-12 15:56:53.860747,230,5.03,1156.9,0.0834,0.67,NORMAL
2026-06-12 15:56:58.868580,230,4.81,1106.3,0.0837,0.67,NORMAL
2026-06-12 15:57:03.875795,230,6.93,1593.9,0.0842,0.67,HIGH
2026-06-12 15:57:08.884380,230,4.46,1025.8,0.0844,0.68,NORMAL
2026-06-12 15:57:13.890875,230,4.28,984.4,0.0847,0.68,NORMAL
2026-06-12 15:57:18.897763,230,5.38,1237.4,0.0851,0.68,NORMAL
2026-06-12 15:57:23.903929,230,4.5,1035.0,0.0853,0.68,NORMAL
2026-06-12 15:57:28.910710,230,6.76,1554.8,0.0858,0.69,HIGH
2026-06-12 15:57:33.919659,230,1.3,299.0,0.0859,0.69,LOW
2026-06-12 15:57:38.925813,230,3.76,864.8,0.0861,0.69,NORMAL
2026-06-12 15:57:43.934517,230,5.66,1301.8,0.0865,0.69,NORMAL
2026-06-12 15:57:48.943653,230,8.41,1934.3,0.087,0.7,HIGH
2026-06-12 15:57:53.952294,230,9.97,2293.1,0.0876,0.7,CRITICAL
2026-06-12 15:57:58.958634,230,7.24,1665.2,0.0881,0.7,HIGH
2026-06-12 15:58:03.965052,230,5.09,1170.7,0.0884,0.71,NORMAL
2026-06-12 15:58:08.974134,230,1.96,450.8,0.0885,0.71,LOW
2026-06-12 15:58:13.980881,230,9.66,2221.8,0.0892,0.71,CRITICAL
2026-06-12 15:58:18.987743,230,1.99,457.7,0.0893,0.71,LOW
2026-06-12 15:58:23.994448,230,0.33,75.9,0.0893,0.71,LOW
2026-06-12 15:58:29.001156,230,2.21,508.3,0.0895,0.72,LOW
2026-06-12 15:58:34.008948,230,1.92,441.6,0.0896,0.72,LOW
2026-06-12 15:58:39.016314,230,2.98,685.4,0.0898,0.72,LOW
2026-06-12 15:58:44.023553,230,9.17,2109.1,0.0903,0.72,HIGH
2026-06-12 15:58:49.029918,230,2.83,650.9,0.0905,0.72,LOW
2026-06-12 15:58:54.036129,230,4.94,1136.2,0.0908,0.73,NORMAL
2026-06-12 15:58:59.042089,230,9.12,2097.6,0.0914,0.73,HIGH
2026-06-12 15:59:04.048727,230,10.0,2300.0,0.0921,0.74,CRITICAL
2026-06-12 15:59:09.054724,230,5.77,1327.1,0.0924,0.74,NORMAL
2026-06-12 15:59:14.064172,230,2.06,473.8,0.0926,0.74,LOW
2026-06-12 15:59:19.072090,230,6.93,1593.9,0.093,0.74,HIGH
2026-06-12 15:59:24.081100,230,5.33,1225.9,0.0934,0.75,NORMAL
2026-06-12 15:59:29.088568,230,6.86,1577.8,0.0938,0.75,HIGH
2026-06-12 15:59:34.094308,230,1.15,264.5,0.0939,0.75,LOW
2026-06-12 15:59:39.101794,230,4.37,1005.1,0.0941,0.75,NORMAL
2026-06-12 15:59:44.106025,230,5.82,1338.6,0.0945,0.76,NORMAL
2026-06-12 15:59:49.119265,230,4.7,1081.0,0.0948,0.76,NORMAL
2026-06-12 15:59:54.124489,230,6.23,1432.9,0.0952,0.76,NORMAL
2026-06-12 15:59:59.132983,230,4.41,1014.3,0.0955,0.76,NORMAL
2026-06-12 16:00:04.140169,230,4.25,977.5,0.0958,0.77,NORMAL
2026-06-12 16:00:09.148225,230,8.42,1936.6,0.0963,0.77,HIGH
2026-06-12 16:00:14.154803,230,1.53,351.9,0.0964,0.77,LOW
2026-06-12 16:00:19.162655,230,1.64,377.2,0.0965,0.77,LOW
2026-06-12 16:00:24.169955,230,6.05,1391.5,0.0969,0.78,NORMAL
2026-06-12 16:00:29.177996,230,8.8,2024.0,0.0975,0.78,HIGH
2026-06-12 16:00:34.186984,230,8.41,1934.3,0.098,0.78,HIGH
2026-06-12 16:00:39.194106,230,6.92,1591.6,0.0984,0.79,HIGH
2026-06-12 16:00:44.201073,230,7.17,1649.1,0.0989,0.79,HIGH
2026-06-12 16:00:49.207975,230,6.02,1384.6,0.0993,0.79,NORMAL
2026-06-12 16:00:54.216029,230,4.82,1108.6,0.0996,0.8,NORMAL
2026-06-12 16:00:59.222465,230,4.86,1117.8,0.0999,0.8,NORMAL
2026-06-12 16:01:04.229793,230,9.5,2185.0,0.1005,0.8,HIGH
2026-06-12 16:01:09.237273,230,4.88,1122.4,0.1008,0.81,NORMAL
2026-06-12 16:01:14.243657,230,6.93,1593.9,0.1013,0.81,HIGH
2026-06-12 16:01:19.265553,230,3.01,692.3,0.1014,0.81,LOW
2026-06-12 16:01:24.281968,230,9.54,2194.2,0.1021,0.82,HIGH
2026-06-12 16:01:29.288283,230,1.01,232.3,0.1021,0.82,LOW
2026-06-12 16:01:34.295922,230,8.56,1968.8,0.1027,0.82,HIGH
2026-06-12 16:01:39.302800,230,9.5,2185.0,0.1033,0.83,HIGH
2026-06-12 16:01:44.310419,230,0.58,133.4,0.1033,0.83,LOW
2026-06-12 16:01:49.317343,230,5.37,1235.1,0.1037,0.83,NORMAL
2026-06-12 16:01:54.323482,230,4.1,943.0,0.1039,0.83,NORMAL
2026-06-12 16:01:59.331520,230,2.64,607.2,0.1041,0.83,LOW
2026-06-12 16:02:04.338551,230,5.08,1168.4,0.1044,0.84,NORMAL
2026-06-12 16:02:09.345667,230,3.27,752.1,0.1046,0.84,NORMAL
2026-06-12 16:02:14.348286,230,4.33,995.9,0.1049,0.84,NORMAL
2026-06-12 16:02:19.353555,230,1.02,234.6,0.105,0.84,LOW
2026-06-12 16:02:24.359175,230,2.04,469.2,0.1051,0.84,LOW
2026-06-12 16:02:29.366090,230,2.26,519.8,0.1052,0.84,LOW
2026-06-12 16:02:34.374040,230,3.54,814.2,0.1055,0.84,NORMAL
2026-06-12 16:02:39.379130,230,1.55,356.5,0.1056,0.84,LOW
2026-06-12 16:02:44.384225,230,5.9,1357.0,0.1059,0.85,NORMAL
2026-06-12 16:02:49.390832,230,4.73,1087.9,0.1062,0.85,NORMAL
